Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
9,8,2012,United,LAX,DEN,62,68,0,0,0,0,122
26,5,2012,United,LAS,SFO,1,14,0,0,1,0,76
14,12,2012,United,LAX,JFK,2,-26,0,0,1,1,262
23,10,2012,United,ORD,LAX,-2,-1,0,0,0,1,233
19,7,2012,United,SFO,DEN,6,45,0,0,0,0,111
21,4,2012,United,SFO,JFK,27,52,0,0,1,0,298
1,5,2012,United,ORD,DEN,0,-25,0,0,0,0,108
27,6,2012,United,EWR,LAX,111,111,0,0,0,0,332
24,2,2012,United,SFO,DEN,18,13,0,1,0,0,110
28,3,2012,United,LAS,LAX,19,14,0,0,0,0,42
7,11,2012,United,ORD,ATL,-2,13,0,1,1,1,99
1,3,2012,United,LAX,MCO,0,-8,0,0,0,0,243
27,12,2012,United,ORD,LAS,22,-3,0,0,0,1,183
9,8,2012,United,ORD,LAS,84,62,0,0,0,0,179
30,6,2012,United,ORD,SFO,27,30,0,0,0,0,249
21,9,2012,United,EWR,ORD,0,27,0,0,1,0,125
8,3,2012,United,ORD,DFW,0,-10,0,0,0,0,116
27,4,2012,United,ORD,EWR,11,10,0,0,0,0,101
13,10,2012,United,LAS,ORD,-2,-17,0,0,1,1,166
19,9,2012,United,SFO,DEN,1,11,0,0,1,0,120
31,7,2012,United,SFO,EWR,,,1,1,1,0,
8,2,2012,United,JFK,SFO,0,-10,0,0,0,0,342
14,9,2012,United,SFO,LAX,57,59,0,0,0,0,61
14,4,2012,United,ORD,LAX,15,11,0,0,1,0,220
6,12,2012,United,LAX,SFO,-2,-7,0,0,0,1,52
21,9,2012,United,ORD,MCO,0,0,0,1,0,0,127
13,7,2012,United,LAS,DEN,65,96,0,0,0,0,88
26,1,2012,United,LAX,SFO,0,1,0,1,1,0,60
29,3,2012,United,SFO,ORD,48,46,0,0,0,0,212
5,12,2012,United,LAX,ORD,-2,-1,0,0,0,1,216
26,6,2012,United,ORD,DEN,48,60,0,0,1,0,141
17,5,2012,United,LAX,SFO,,,1,0,0,0,
7,4,2012,United,ORD,ATL,102,128,0,0,0,0,102
23,3,2012,United,SFO,LAX,0,-2,0,0,0,0,54
11,12,2012,United,SFO,JFK,59,35,0,0,0,1,278
23,6,2012,United,EWR,ORD,5,-17,0,0,0,0,105
9,6,2012,United,LAX,JFK,0,2,0,0,0,0,283
2,11,2012,United,LAX,DEN,25,47,0,0,0,1,111
18,2,2012,United,SFO,LAS,0,-3,0,0,0,0,63
6,3,2012,United,LAX,SFO,,,1,1,0,0,
18,12,2012,United,LAX,MIA,-1,-19,0,0,0,1,250
4,7,2012,United,LAS,SFO,0,-6,0,0,0,0,67
15,5,2012,United,BOS,LAX,0,25,0,0,0,0,362
29,3,2012,United,BOS,ORD,0,-9,0,1,0,0,132
24,5,2012,United,BOS,DEN,15,30,0,1,0,0,256
6,3,2012,United,BOS,ORD,0,-22,0,0,0,0,130
3,1,2012,United,SFO,LAX,0,8,0,0,0,0,53
27,10,2012,United,LAX,JFK,-1,15,0,1,0,1,282
6,6,2012,United,LAX,BOS,0,52,0,0,0,0,351
16,10,2012,United,SFO,LAX,4,5,0,0,0,1,61
31,8,2012,United,SFO,ORD,14,2,0,0,0,0,217
25,1,2012,United,SFO,LAX,,,1,1,1,0,
2,3,2012,United,SFO,LAX,80,82,0,1,0,0,60
24,4,2012,United,SFO,LAX,0,-8,0,0,0,0,51
6,3,2012,United,SFO,LAS,0,11,0,0,1,0,70
10,8,2012,United,ORD,SFO,0,-2,0,0,0,0,224
28,4,2012,United,BOS,DEN,0,-14,0,0,0,0,227
3,5,2012,United,BOS,ORD,0,-23,0,1,0,0,123
23,6,2012,United,ORD,LAX,27,37,0,0,0,0,238
27,7,2012,United,LAX,SFO,27,23,0,0,0,0,50
7,8,2012,United,SFO,LAX,,,1,1,0,0,
8,2,2012,United,LAS,ORD,0,-1,0,0,0,0,185
19,6,2012,United,LAS,SFO,88,85,0,0,0,0,62
16,2,2012,United,LAS,ORD,7,-11,0,0,0,0,165
12,7,2012,United,ORD,LAX,84,81,0,0,0,0,222
17,3,2012,United,SFO,LAX,0,-5,0,0,0,0,51
24,1,2012,United,LAS,LAX,0,6,0,0,1,0,42
17,1,2012,United,SFO,DEN,4,-11,0,1,0,0,102
1,8,2012,United,LAX,SFO,,,1,0,0,0,
24,1,2012,United,ORD,EWR,0,-12,0,0,0,0,92
14,11,2012,United,LAX,ORD,-2,2,0,0,0,1,193
31,10,2012,United,LAX,DEN,15,12,0,0,0,1,105
17,7,2012,United,LAX,SFO,30,39,0,0,1,0,60
21,3,2012,United,ORD,LAX,1,-5,0,0,0,0,218
30,6,2012,United,SFO,BOS,3,12,0,0,1,0,315
6,6,2012,United,SFO,JFK,2,28,0,0,1,0,313
10,7,2012,United,LAS,ORD,15,17,0,0,0,0,176
17,5,2012,United,LAX,ORD,26,27,0,0,1,0,202
3,11,2012,United,LAX,SFO,57,48,0,0,0,1,60
18,1,2012,United,LAS,ORD,0,-17,0,0,0,0,164
24,3,2012,United,EWR,ORD,0,-8,0,0,0,0,105
30,10,2012,United,LAS,DEN,4,-1,0,1,0,1,79
14,12,2012,United,EWR,SFO,23,24,0,1,1,1,357
10,5,2012,United,LAS,ORD,51,52,0,0,1,0,159
13,7,2012,United,LAX,MCO,5,20,0,0,0,0,267
25,2,2012,United,LAS,ORD,72,62,0,0,1,0,175
8,12,2012,United,LAS,SFO,-2,-8,0,1,0,1,66
12,12,2012,United,LAX,SFO,-2,-7,0,0,1,1,55
13,11,2012,United,ORD,DFW,26,39,0,1,0,1,123
7,4,2012,United,SFO,LAS,6,4,0,0,0,0,66
11,4,2012,United,SFO,LAX,,,1,0,0,0,
14,4,2012,United,SFO,EWR,23,15,0,1,0,0,291
8,3,2012,United,SFO,ORD,10,4,0,1,0,0,215
3,2,2012,United,LAX,ATL,0,-1,0,0,0,0,224
21,9,2012,United,LAX,JFK,5,-12,0,0,1,0,270
13,11,2012,United,JFK,LAX,1,-18,0,0,0,1,327
30,6,2012,United,ORD,BOS,6,5,0,0,1,0,110
8,9,2012,United,ORD,DFW,35,30,0,0,0,0,108
31,7,2012,United,LAX,DEN,23,56,0,0,0,0,130
16,5,2012,United,ORD,SFO,18,64,0,0,1,0,293
12,4,2012,United,LAX,ORD,4,-4,0,0,0,0,197
28,8,2012,United,SFO,DEN,0,-6,0,0,0,0,121
19,10,2012,United,LAX,JFK,17,105,0,0,0,1,294
31,5,2012,United,LAX,MIA,3,16,0,0,0,0,263
18,10,2012,United,ORD,BOS,19,16,0,0,0,1,111
11,9,2012,United,LAS,LAX,38,28,0,0,0,0,41
3,10,2012,United,SFO,BOS,-2,-42,0,0,0,1,277
9,2,2012,United,LAX,SFO,0,50,0,0,0,0,73
12,12,2012,United,SFO,JFK,2,-23,0,1,0,1,268
30,3,2012,United,LAS,SFO,1,11,0,0,0,0,67
21,1,2012,United,SFO,DEN,,,1,1,0,0,
21,6,2012,United,SFO,DEN,,,1,0,0,0,
9,8,2012,United,ORD,LAX,2,21,0,0,0,0,225
23,8,2012,United,LAX,SFO,,,1,0,0,0,
13,3,2012,United,SFO,JFK,0,-4,0,0,0,0,291
18,10,2012,United,SFO,DFW,2,8,0,0,0,1,175
3,4,2012,United,SFO,LAX,0,-16,0,0,0,0,57
3,7,2012,United,LAX,BOS,0,-13,0,0,0,0,297
8,8,2012,United,ORD,DFW,,,1,0,0,0,
18,7,2012,United,EWR,DEN,1,14,0,0,1,0,222
11,8,2012,United,LAS,LAX,1,-15,0,0,0,0,45
1,2,2012,United,ORD,MCO,0,-14,0,0,1,0,124
7,3,2012,United,LAX,SFO,5,12,0,0,1,0,64
5,5,2012,United,SFO,DEN,0,3,0,0,0,0,110
26,10,2012,United,ORD,EWR,-2,25,0,0,0,1,117
8,6,2012,United,EWR,ORD,0,-19,0,0,0,0,103
17,2,2012,United,SFO,LAX,0,-3,0,1,1,0,52
7,1,2012,United,SFO,LAX,0,7,0,0,0,0,59
4,9,2012,United,ORD,SFO,0,4,0,0,0,0,250
17,5,2012,United,BOS,SFO,193,177,0,0,0,0,341
22,3,2012,United,LAX,SFO,0,-12,0,0,0,0,51
7,8,2012,United,SFO,BOS,0,-14,0,1,1,0,291
24,3,2012,United,LAX,DEN,0,-9,0,0,0,0,106
15,3,2012,United,LAX,SFO,0,-8,0,0,0,0,53
16,5,2012,United,BOS,SFO,3,48,0,0,1,0,392
21,1,2012,United,SFO,ORD,0,-26,0,1,0,0,193
22,3,2012,United,ORD,BOS,,,1,0,1,0,
28,12,2012,United,LAS,DEN,-2,5,0,0,0,1,91
16,3,2012,United,ORD,LAX,,,1,1,0,0,
3,4,2012,United,SFO,JFK,0,0,0,0,0,0,298
7,7,2012,United,SFO,LAS,85,79,0,0,0,0,63
20,1,2012,United,BOS,DEN,8,37,0,0,0,0,242
22,12,2012,United,SFO,JFK,6,1,0,0,0,1,275
11,12,2012,United,LAX,SFO,-2,-18,0,0,0,1,56
1,8,2012,United,SFO,EWR,196,206,0,0,1,0,310
19,1,2012,United,ORD,MIA,184,167,0,0,0,0,133
18,10,2012,United,SFO,DEN,-1,9,0,0,0,1,118
29,3,2012,United,LAX,DEN,6,3,0,0,1,0,106
28,3,2012,United,ORD,LAS,0,-1,0,1,0,0,188
6,6,2012,United,ORD,LAS,0,9,0,1,0,0,190
4,1,2012,United,SFO,LAX,83,78,0,0,0,0,49
10,4,2012,United,LAX,ORD,0,-11,0,0,0,0,194
5,6,2012,United,EWR,ORD,56,72,0,0,0,0,116
17,3,2012,United,EWR,DEN,0,-4,0,1,0,0,224
8,12,2012,United,LAX,SFO,,,1,1,0,1,
21,12,2012,United,EWR,DEN,2,-4,0,0,0,1,218
8,5,2012,United,LAS,ORD,15,18,0,0,0,0,179
30,8,2012,United,SFO,ORD,0,11,0,1,0,0,224
2,6,2012,United,ORD,SFO,9,3,0,0,0,0,246
7,7,2012,United,SFO,DEN,40,65,0,0,0,0,116
6,11,2012,United,LAX,ORD,46,51,0,0,0,1,217
17,10,2012,United,JFK,SFO,-2,-12,0,1,0,1,343
11,8,2012,United,SFO,JFK,7,-2,0,0,1,0,294
31,5,2012,United,SFO,DEN,2,9,0,0,0,0,122
26,9,2012,United,JFK,BOS,0,-4,0,1,0,0,35
6,9,2012,United,ORD,DFW,0,-7,0,0,0,0,103
25,2,2012,United,EWR,DEN,30,21,0,0,0,0,223
12,10,2012,United,LAX,EWR,2,-6,0,0,0,1,271
22,8,2012,United,ORD,DEN,0,20,0,0,1,0,115
19,6,2012,United,LAX,DEN,,,1,0,0,0,
2,10,2012,United,SFO,LAX,41,37,0,0,0,1,56
2,10,2012,United,SFO,LAX,-2,-10,0,0,0,1,57
20,12,2012,United,LAS,DEN,0,25,0,0,0,1,87
25,2,2012,United,LAX,MCO,1,7,0,1,0,0,247
24,10,2012,United,LAS,LAX,105,96,0,1,0,1,41
7,8,2012,United,SFO,LAX,0,-2,0,1,0,0,57
1,2,2012,United,ORD,LAX,0,-22,0,0,0,0,217
15,8,2012,United,ORD,BOS,,,1,0,1,0,
27,6,2012,United,LAX,DEN,1,7,0,0,0,0,103
27,1,2012,United,ORD,EWR,10,-1,0,0,0,0,90
15,5,2012,United,LAX,SFO,56,41,0,0,1,0,49
26,1,2012,United,SFO,LAX,0,-4,0,1,1,0,53
5,7,2012,United,SFO,LAX,,,1,1,0,0,
2,5,2012,United,SFO,ORD,0,-1,0,1,0,0,212
18,10,2012,United,EWR,LAX,1,-6,0,1,0,1,304
6,7,2012,United,SFO,JFK,3,0,0,0,0,0,284
31,8,2012,United,ORD,EWR,3,26,0,0,0,0,106
29,5,2012,United,LAX,SFO,,,1,0,0,0,
6,4,2012,United,ORD,MIA,2,2,0,0,0,0,146
4,10,2012,United,SFO,LAX,101,107,0,0,0,1,62
24,10,2012,United,ORD,DFW,-2,-14,0,1,0,1,110
29,3,2012,United,ORD,EWR,,,1,0,1,0,
21,7,2012,United,LAS,LAX,31,35,0,0,0,0,44
7,12,2012,United,SFO,DEN,11,4,0,0,0,1,114
11,12,2012,United,SFO,LAX,0,-5,0,0,0,1,53
24,4,2012,United,EWR,ORD,59,64,0,0,1,0,109
2,6,2012,United,ORD,BOS,,,1,0,0,0,
4,4,2012,United,EWR,ORD,0,10,0,1,0,0,133
18,9,2012,United,ORD,DEN,1,1,0,0,0,0,115
1,11,2012,United,EWR,DEN,62,51,0,0,0,1,220
5,4,2012,United,SFO,ORD,0,-24,0,0,0,0,192
24,11,2012,United,LAX,ORD,-1,11,0,0,0,1,220
6,12,2012,United,JFK,SFO,25,-6,0,0,0,1,325
22,12,2012,United,LAS,DEN,-2,-9,0,0,0,1,81
10,5,2012,United,LAX,EWR,95,141,0,0,1,0,318
17,3,2012,United,SFO,BOS,0,14,0,0,1,0,317
8,8,2012,United,LAS,LAX,2,-7,0,0,0,0,40
9,8,2012,United,ORD,EWR,4,21,0,0,1,0,117
5,7,2012,United,ORD,DEN,8,28,0,1,0,0,132
6,10,2012,United,LAX,SFO,,,1,1,0,1,
12,7,2012,United,SFO,LAX,42,38,0,0,0,0,57
9,2,2012,United,SFO,LAX,,,1,0,0,0,
1,5,2012,United,ORD,LAS,8,-4,0,0,0,0,179
11,1,2012,United,EWR,ORD,0,-9,0,0,0,0,119
13,10,2012,United,LAS,ORD,-1,0,0,0,1,1,171
19,1,2012,United,BOS,LAX,0,12,0,0,0,0,367
12,10,2012,United,LAX,DEN,-2,-30,0,0,0,1,99
24,2,2012,United,EWR,ORD,46,42,0,0,1,0,108
29,2,2012,United,LAX,LAS,0,-2,0,0,0,0,42
18,7,2012,United,ORD,MCO,1,7,0,0,1,0,131
9,6,2012,United,EWR,SFO,2,14,0,0,0,0,349
27,3,2012,United,ORD,ATL,0,7,0,1,0,0,90
25,10,2012,United,SFO,EWR,0,9,0,1,0,1,307
18,2,2012,United,BOS,ORD,,,1,0,0,0,
5,12,2012,United,SFO,LAS,11,16,0,0,0,1,70
21,12,2012,United,ORD,DEN,75,66,0,0,0,1,122
15,11,2012,United,LAX,SFO,4,-6,0,0,1,1,54
21,3,2012,United,ORD,ATL,18,18,0,0,0,0,86
14,9,2012,United,LAS,DEN,0,2,0,0,0,0,92
22,9,2012,United,ORD,LAS,0,59,0,1,0,0,198
2,11,2012,United,LAX,LAS,-2,-4,0,0,0,1,46
29,6,2012,United,SFO,LAX,1,-2,0,0,0,0,64
18,8,2012,United,JFK,LAX,11,38,0,1,0,0,333
22,5,2012,United,LAX,ORD,0,16,0,0,0,0,216
23,5,2012,United,SFO,LAX,2,1,0,0,0,0,58
18,10,2012,United,SFO,JFK,70,59,0,0,1,1,291
1,3,2012,United,LAS,DEN,0,-5,0,1,0,0,85
12,10,2012,United,ORD,MIA,-2,-10,0,0,0,1,127
2,5,2012,United,JFK,LAX,1,-20,0,1,0,0,300
4,2,2012,United,EWR,LAX,0,-12,0,0,0,0,323
10,2,2012,United,ORD,DEN,0,-2,0,0,0,0,130
28,3,2012,United,LAX,SFO,171,150,0,0,0,0,54
5,5,2012,United,SFO,DEN,18,16,0,0,0,0,105
27,11,2012,United,ORD,ATL,22,19,0,1,0,1,80
10,10,2012,United,SFO,LAS,10,8,0,1,0,1,66
18,10,2012,United,SFO,ORD,0,3,0,0,0,1,225
25,9,2012,United,EWR,SFO,6,34,0,0,0,0,336
18,9,2012,United,LAX,ORD,3,-4,0,0,0,0,210
24,7,2012,United,SFO,LAS,40,41,0,0,0,0,61
13,7,2012,United,ORD,EWR,,,1,1,0,0,
26,5,2012,United,ORD,MCO,3,2,0,0,0,0,121
8,5,2012,United,EWR,DEN,8,11,0,1,0,0,226
2,6,2012,United,LAX,BOS,17,13,0,0,0,0,282
23,3,2012,United,LAS,DEN,0,-7,0,0,0,0,85
22,2,2012,United,LAS,LAX,106,107,0,1,1,0,45
29,6,2012,United,LAX,DEN,19,18,0,0,0,0,109
8,8,2012,United,LAX,SFO,0,6,0,0,1,0,60
23,3,2012,United,SFO,LAS,0,-5,0,0,0,0,67
4,12,2012,United,ORD,LAX,-2,-16,0,0,0,1,223
1,6,2012,United,SFO,LAX,0,3,0,0,0,0,55
14,7,2012,United,LAX,ORD,28,25,0,0,0,0,209
3,5,2012,United,LAX,SFO,0,-3,0,0,0,0,52
12,4,2012,United,ORD,EWR,45,22,0,0,1,0,81
3,1,2012,United,LAS,ORD,0,-2,0,0,0,0,177
13,3,2012,United,SFO,LAX,0,-17,0,0,0,0,51
7,4,2012,United,SFO,DEN,32,21,0,0,0,0,112
6,7,2012,United,LAS,SFO,6,-1,0,0,0,0,65
7,8,2012,United,SFO,LAS,77,76,0,1,0,0,69
2,8,2012,United,ORD,LAX,,,1,1,0,0,
20,6,2012,United,BOS,SFO,150,156,0,0,0,0,345
27,6,2012,United,BOS,SFO,0,25,0,1,0,0,385
1,2,2012,United,SFO,DEN,0,-12,0,1,0,0,111
25,2,2012,United,EWR,ORD,,,1,0,1,0,
17,11,2012,United,EWR,SFO,66,37,0,0,0,1,318
1,8,2012,United,LAX,DEN,55,67,0,0,0,0,116
7,4,2012,United,LAX,ORD,39,70,0,0,0,0,222
13,12,2012,United,SFO,LAS,40,38,0,1,0,1,58
8,12,2012,United,LAX,DFW,15,-8,0,1,0,1,139
7,1,2012,United,ORD,LAS,0,9,0,0,0,0,203
10,2,2012,United,SFO,DEN,1,-5,0,1,0,0,116
24,1,2012,United,SFO,LAX,,,1,1,1,0,
13,11,2012,United,LAX,ORD,-2,-22,0,0,1,1,194
14,2,2012,United,SFO,EWR,23,17,0,1,1,0,284
13,3,2012,United,SFO,EWR,0,5,0,0,0,0,298
28,2,2012,United,EWR,SFO,11,8,0,1,1,0,342
12,7,2012,United,LAS,LAX,0,-9,0,0,0,0,40
4,2,2012,United,LAX,SFO,20,14,0,0,1,0,51
2,5,2012,United,BOS,LAX,1,-34,0,1,0,0,314
6,10,2012,United,ORD,MCO,16,9,0,1,0,1,125
19,9,2012,United,SFO,JFK,0,35,0,0,1,0,295
5,6,2012,United,LAS,SFO,14,15,0,0,0,0,74
2,11,2012,United,SFO,LAX,-2,-9,0,0,0,1,50
15,5,2012,United,ORD,LAX,8,15,0,0,0,0,237
20,10,2012,United,ORD,DEN,26,-3,0,0,0,1,104
4,1,2012,United,ORD,EWR,65,133,0,0,1,0,122
5,9,2012,United,ORD,DEN,0,-4,0,0,0,0,115
25,5,2012,United,SFO,BOS,2,3,0,0,1,0,306
17,5,2012,United,SFO,LAX,11,3,0,0,0,0,51
18,5,2012,United,ORD,BOS,41,59,0,0,0,0,114
12,7,2012,United,ORD,MCO,76,74,0,0,0,0,124
11,2,2012,United,LAX,ORD,0,-5,0,1,0,0,196
6,6,2012,United,ORD,MIA,2,15,0,1,0,0,158
4,5,2012,United,ORD,SFO,0,16,0,0,1,0,237
11,10,2012,United,LAX,DFW,-2,-23,0,1,0,1,141
14,7,2012,United,SFO,MCO,92,103,0,0,1,0,286
13,4,2012,United,EWR,ORD,0,-2,0,0,0,0,120
28,6,2012,United,ORD,DEN,0,22,0,1,0,0,141
29,6,2012,United,ORD,ATL,33,32,0,0,1,0,83
3,4,2012,United,ORD,LAX,4,-2,0,0,0,0,219
7,12,2012,United,SFO,DEN,0,-7,0,0,0,1,122
15,6,2012,United,ORD,EWR,,,1,1,1,0,
15,8,2012,United,SFO,LAX,49,56,0,0,0,0,58
17,10,2012,United,EWR,SFO,-2,-38,0,1,0,1,309
15,3,2012,United,EWR,ORD,0,-10,0,0,1,0,117
5,7,2012,United,LAX,ORD,0,-4,0,0,1,0,200
11,7,2012,United,ORD,SFO,90,108,0,1,0,0,253
19,5,2012,United,ORD,JFK,168,148,0,1,1,0,89
14,2,2012,United,LAS,DEN,12,-1,0,0,0,0,73
19,9,2012,United,ORD,EWR,0,7,0,0,1,0,107
16,10,2012,United,ORD,LAS,-2,-17,0,0,0,1,192
25,9,2012,United,EWR,SFO,0,26,0,0,0,0,351
22,8,2012,United,JFK,LAX,0,-6,0,0,0,0,315
24,10,2012,United,SFO,BOS,33,48,0,0,0,1,310
7,4,2012,United,LAS,LAX,0,-9,0,0,0,0,39
20,4,2012,United,EWR,SFO,12,40,0,0,0,0,342
21,6,2012,United,ORD,DEN,0,-1,0,1,0,0,130
5,10,2012,United,LAS,DEN,-2,-5,0,1,0,1,85
22,2,2012,United,LAS,SFO,0,8,0,1,1,0,75
11,10,2012,United,LAX,SFO,27,77,0,1,1,1,98
12,1,2012,United,LAX,LAS,0,-5,0,0,0,0,41
9,5,2012,United,LAX,ORD,0,-17,0,0,1,0,196
20,12,2012,United,SFO,ORD,180,175,0,0,0,1,211
12,6,2012,United,SFO,LAS,1,7,0,0,0,0,65
2,3,2012,United,ORD,DEN,7,-5,0,0,0,0,109
17,8,2012,United,LAX,EWR,0,-11,0,0,0,0,283
14,6,2012,United,SFO,BOS,7,18,0,0,1,0,296
15,12,2012,United,SFO,DEN,48,62,0,1,0,1,122
10,3,2012,United,ORD,EWR,0,-12,0,0,0,0,86
21,6,2012,United,ORD,SFO,32,27,0,1,0,0,236
28,12,2012,United,SFO,LAX,-2,-21,0,0,0,1,53
20,6,2012,United,EWR,LAX,,,1,0,0,0,
25,7,2012,United,LAX,ORD,87,86,0,0,0,0,209
13,9,2012,United,ORD,DFW,20,13,0,1,0,0,107
29,8,2012,United,ORD,SFO,3,-12,0,0,1,0,216
27,12,2012,United,ORD,MCO,-2,-5,0,0,0,1,122
1,3,2012,United,BOS,DEN,2,-1,0,0,0,0,239
20,4,2012,United,LAX,SFO,0,-10,0,0,0,0,51
20,4,2012,United,ORD,DEN,181,172,0,1,0,0,127
19,12,2012,United,LAX,DEN,31,33,0,0,0,1,114
25,12,2012,United,SFO,LAX,-2,-13,0,0,0,1,58
18,10,2012,United,ORD,LAX,-1,-12,0,0,0,1,208
29,11,2012,United,SFO,EWR,-2,-13,0,1,0,1,277
7,12,2012,United,LAS,SFO,12,-5,0,0,0,1,62
28,8,2012,United,EWR,ORD,32,7,0,1,0,0,95
22,12,2012,United,LAS,LAX,46,40,0,0,0,1,44
11,7,2012,United,LAX,MIA,26,32,0,0,0,0,282
15,2,2012,United,SFO,EWR,0,-34,0,1,0,0,266
14,8,2012,United,SFO,LAS,72,79,0,0,0,0,62
28,7,2012,United,LAX,JFK,77,123,0,0,0,0,289
7,12,2012,United,SFO,LAX,-2,-10,0,0,0,1,51
17,11,2012,United,LAS,DEN,3,4,0,0,0,1,87
15,3,2012,United,ORD,LAX,149,136,0,1,0,0,227
13,4,2012,United,LAS,LAX,0,3,0,0,0,0,44
2,10,2012,United,LAX,ATL,69,68,0,0,0,1,220
7,8,2012,United,LAS,LAX,86,81,0,0,0,0,43
28,2,2012,United,ORD,ATL,0,-18,0,0,1,0,84
18,4,2012,United,SFO,LAX,0,52,0,0,1,0,61
19,6,2012,United,JFK,SFO,0,9,0,0,0,0,348
18,1,2012,United,SFO,LAX,0,-5,0,1,1,0,53
2,2,2012,United,SFO,BOS,0,-28,0,0,0,0,280
12,5,2012,United,SFO,LAX,,,1,0,0,0,
31,10,2012,United,ORD,MCO,-2,-1,0,0,0,1,119
14,3,2012,United,ORD,BOS,0,-10,0,1,0,0,107
1,3,2012,United,SFO,DEN,6,5,0,0,0,0,118
21,3,2012,United,SFO,LAX,0,-5,0,0,0,0,52
16,3,2012,United,LAX,ORD,13,18,0,0,1,0,211
14,2,2012,United,LAS,SFO,68,69,0,0,1,0,73
12,9,2012,United,EWR,ORD,157,153,0,0,1,0,117
25,2,2012,United,SFO,DEN,6,3,0,1,0,0,116
10,3,2012,United,LAX,MCO,0,-2,0,0,0,0,248
30,8,2012,United,LAX,DEN,9,30,0,0,0,0,117
26,6,2012,United,SFO,LAX,47,37,0,0,0,0,54
4,4,2012,United,SFO,LAS,0,-9,0,0,0,0,70
7,8,2012,United,LAS,ORD,2,22,0,0,1,0,188
17,10,2012,United,LAX,JFK,-2,7,0,0,1,1,290
3,10,2012,United,SFO,EWR,-2,1,0,0,0,1,276
1,11,2012,United,ORD,ATL,196,180,0,0,0,1,76
16,3,2012,United,LAX,ORD,8,19,0,0,1,0,213
23,2,2012,United,SFO,LAX,31,30,0,1,1,0,54
1,12,2012,United,ORD,SFO,15,12,0,1,0,1,246
27,10,2012,United,ORD,EWR,58,72,0,0,0,1,100
24,1,2012,United,LAS,LAX,42,46,0,0,1,0,46
13,7,2012,United,LAX,JFK,6,-16,0,0,0,0,270
23,8,2012,United,EWR,ORD,98,95,0,1,0,0,118
14,12,2012,United,LAS,LAX,-2,0,0,0,0,1,44
9,6,2012,United,ORD,MCO,0,-13,0,0,1,0,124
13,6,2012,United,LAS,LAX,6,-7,0,0,0,0,40
20,9,2012,United,ORD,EWR,0,-10,0,1,0,0,94
29,5,2012,United,EWR,ORD,18,13,0,0,1,0,108
15,11,2012,United,LAS,LAX,-2,-12,0,0,0,1,42
20,1,2012,United,LAS,LAX,0,-3,0,0,0,0,49
24,8,2012,United,ORD,LAX,9,16,0,0,0,0,206
26,5,2012,United,SFO,ORD,23,25,0,1,0,0,206
19,1,2012,United,BOS,ORD,0,-5,0,0,0,0,135
25,7,2012,United,LAS,DEN,0,-1,0,0,0,0,86
26,4,2012,United,BOS,SFO,6,5,0,1,0,0,350
5,6,2012,United,BOS,ORD,5,12,0,1,0,0,138
12,4,2012,United,LAX,ORD,0,-1,0,0,0,0,209
22,11,2012,United,ORD,BOS,,,1,0,0,1,
20,10,2012,United,ORD,ATL,14,3,0,0,0,1,89
6,9,2012,United,ORD,EWR,0,-8,0,0,0,0,97
9,3,2012,United,SFO,JFK,0,-9,0,1,0,0,284
20,9,2012,United,EWR,ORD,,,1,0,1,0,
17,7,2012,United,LAX,MCO,3,1,0,0,1,0,266
1,12,2012,United,LAX,JFK,-1,-20,0,0,0,1,271
6,12,2012,United,SFO,BOS,-2,0,0,0,0,1,293
11,2,2012,United,BOS,DEN,0,-2,0,0,0,0,247
24,5,2012,United,SFO,LAX,0,15,0,0,1,0,66
24,7,2012,United,ORD,SFO,74,68,0,0,0,0,236
14,1,2012,United,JFK,LAX,0,12,0,0,0,0,336
19,9,2012,United,SFO,LAX,35,33,0,0,0,0,56
23,2,2012,United,BOS,SFO,10,-16,0,0,1,0,349
4,9,2012,United,SFO,LAS,0,-8,0,0,0,0,60
26,5,2012,United,JFK,LAX,19,9,0,0,0,0,305
4,12,2012,United,LAX,ORD,-2,-16,0,0,0,1,197
8,9,2012,United,SFO,LAX,0,-11,0,0,0,0,55
14,6,2012,United,LAX,SFO,9,19,0,0,0,0,55
7,4,2012,United,ORD,DFW,,,1,0,0,0,
1,5,2012,United,ORD,BOS,0,-3,0,0,0,0,103
18,5,2012,United,ORD,LAX,,,1,0,0,0,
27,12,2012,United,LAX,LAS,34,22,0,0,0,1,44
17,7,2012,United,SFO,DEN,0,-3,0,1,1,0,122
7,3,2012,United,SFO,LAX,,,1,1,0,0,
6,4,2012,United,LAX,ORD,8,11,0,0,0,0,189
4,2,2012,United,ORD,BOS,4,-7,0,0,0,0,115
21,1,2012,United,EWR,ORD,0,-5,0,0,0,0,119
1,3,2012,United,ORD,DFW,0,-14,0,0,0,0,115
21,11,2012,United,ORD,MIA,5,-1,0,0,0,1,148
3,2,2012,United,SFO,ATL,73,87,0,1,0,0,227
28,12,2012,United,LAX,MIA,24,35,0,0,0,1,258
11,4,2012,United,JFK,SFO,0,5,0,1,0,0,335
6,1,2012,United,SFO,BOS,0,8,0,0,0,0,293
24,3,2012,United,SFO,BOS,0,-8,0,0,0,0,292
19,7,2012,United,LAS,ORD,0,-2,0,0,1,0,172
17,11,2012,United,ORD,LAX,6,-7,0,0,0,1,221
