Day_of_Month,Month,year,Airline,Origin,Destination,Departure_Delay,Arrival_Delay,Cancelled,Rain_at_Origin,Rain_at_Dest,Incentive_Pay,Time_in_Air
7,1,2012,United,LAX,DEN,0,-6,0,0,0,0,108
13,9,2012,United,EWR,LAX,0,-29,0,1,0,0,300
5,12,2012,United,ORD,BOS,,,1,0,0,1,
26,4,2012,United,LAX,SFO,,,1,0,0,0,
4,12,2012,United,ORD,LAX,10,-9,0,0,0,1,227
31,8,2012,United,SFO,ATL,22,20,0,0,1,0,253
21,2,2012,United,ORD,LAS,11,25,0,0,1,0,209
23,3,2012,United,SFO,DEN,0,1,0,0,0,0,108
21,1,2012,United,ORD,DFW,0,-7,0,0,0,0,122
11,8,2012,United,LAX,SFO,0,-4,0,0,0,0,49
9,5,2012,United,ORD,MCO,27,83,0,1,0,0,152
13,1,2012,United,BOS,DEN,52,76,0,0,0,0,249
12,12,2012,United,ORD,BOS,,,1,0,1,1,
21,7,2012,United,ORD,BOS,24,20,0,0,0,0,106
23,8,2012,United,LAS,DEN,5,11,0,1,1,0,82
3,4,2012,United,EWR,ORD,0,16,0,0,0,0,135
19,4,2012,United,SFO,DEN,0,3,0,0,0,0,133
27,1,2012,United,SFO,ORD,12,15,0,0,0,0,208
11,4,2012,United,ORD,DEN,199,192,0,1,0,0,125
2,11,2012,United,ORD,SFO,42,15,0,0,0,1,218
25,4,2012,United,LAS,LAX,4,-14,0,0,0,0,41
31,5,2012,United,ORD,BOS,42,68,0,0,0,0,109
31,5,2012,United,BOS,SFO,12,33,0,0,0,0,358
11,10,2012,United,LAX,MCO,19,2,0,1,0,1,248
29,5,2012,United,ORD,DEN,0,-6,0,1,0,0,120
12,6,2012,United,ORD,DFW,7,3,0,1,1,0,108
21,4,2012,United,EWR,ORD,143,185,0,1,1,0,99
9,10,2012,United,SFO,ORD,3,-4,0,1,0,1,221
20,10,2012,United,SFO,LAX,-2,4,0,1,0,1,53
4,5,2012,United,SFO,ORD,2,5,0,1,0,0,210
8,11,2012,United,LAS,DEN,-2,-4,0,0,0,1,90
4,1,2012,United,LAS,DEN,102,101,0,0,0,0,85
27,12,2012,United,LAX,MIA,-2,-7,0,0,0,1,256
14,6,2012,United,EWR,ORD,0,23,0,1,1,0,105
14,8,2012,United,SFO,LAX,52,68,0,0,0,0,64
3,7,2012,United,JFK,LAX,0,36,0,1,0,0,312
7,7,2012,United,LAX,EWR,0,-11,0,0,0,0,283
4,4,2012,United,ORD,SFO,0,9,0,0,0,0,243
3,3,2012,United,ORD,DEN,7,-18,0,0,1,0,110
8,5,2012,United,EWR,ORD,0,-7,0,1,0,0,111
21,2,2012,United,SFO,LAS,0,31,0,1,1,0,69
17,5,2012,United,SFO,LAX,7,-5,0,0,0,0,50
29,2,2012,United,LAX,SFO,4,3,0,0,1,0,64
5,7,2012,United,LAX,JFK,6,-13,0,0,0,0,275
7,4,2012,United,EWR,ORD,,,1,0,0,0,
24,2,2012,United,LAS,DEN,0,-4,0,1,0,0,83
25,10,2012,United,LAS,LAX,-2,-19,0,1,0,1,45
15,9,2012,United,LAS,DEN,17,10,0,0,0,0,83
5,6,2012,United,SFO,DFW,4,2,0,0,0,0,177
29,8,2012,United,SFO,BOS,0,-16,0,1,0,0,296
27,11,2012,United,ORD,LAX,8,8,0,1,0,1,233
18,4,2012,United,SFO,LAX,0,7,0,0,1,0,58
26,7,2012,United,ORD,EWR,13,14,0,0,1,0,92
25,12,2012,United,SFO,LAS,69,64,0,0,0,1,62
12,4,2012,United,SFO,LAS,10,11,0,0,0,0,66
7,1,2012,United,LAX,SFO,,,1,0,0,0,
14,1,2012,United,ORD,SFO,7,17,0,0,0,0,250
18,9,2012,United,LAS,DEN,7,31,0,0,0,0,86
16,3,2012,United,SFO,LAS,17,29,0,0,0,0,62
12,7,2012,United,SFO,LAX,0,8,0,0,0,0,63
6,12,2012,United,JFK,SFO,0,-17,0,0,0,1,336
11,8,2012,United,SFO,LAS,22,17,0,0,0,0,65
18,7,2012,United,ORD,LAX,,,1,0,0,0,
27,3,2012,United,LAX,MCO,2,-3,0,0,1,0,227
2,3,2012,United,ORD,DEN,103,102,0,0,0,0,128
16,6,2012,United,ORD,EWR,60,90,0,0,0,0,100
23,5,2012,United,LAX,SFO,9,7,0,0,0,0,51
10,3,2012,United,BOS,DEN,0,-22,0,1,0,0,242
8,8,2012,United,EWR,ORD,,,1,0,0,0,
12,12,2012,United,LAX,SFO,,,1,0,1,1,
28,6,2012,United,ORD,EWR,0,-1,0,1,1,0,94
26,9,2012,United,SFO,LAX,0,0,0,0,0,0,57
15,11,2012,United,JFK,LAX,-2,-9,0,1,0,1,341
10,10,2012,United,SFO,BOS,,,1,1,0,1,
31,5,2012,United,SFO,ORD,37,19,0,0,0,0,201
22,5,2012,United,EWR,ORD,23,40,0,1,0,0,102
24,10,2012,United,SFO,LAX,28,22,0,0,0,1,54
5,7,2012,United,EWR,SFO,0,32,0,1,1,0,357
31,3,2012,United,LAS,SFO,1,-5,0,0,0,0,61
21,1,2012,United,SFO,LAX,21,16,0,1,0,0,59
20,12,2012,United,ORD,EWR,123,104,0,0,0,1,91
17,11,2012,United,LAX,ATL,-2,-25,0,0,1,1,205
27,1,2012,United,SFO,LAX,0,-7,0,0,0,0,53
22,8,2012,United,ORD,DEN,6,18,0,0,1,0,123
30,3,2012,United,SFO,ORD,17,25,0,0,0,0,222
15,2,2012,United,LAX,DEN,6,-11,0,0,0,0,97
31,1,2012,United,LAX,ORD,57,62,0,1,0,0,220
11,7,2012,United,ORD,BOS,3,-2,0,1,0,0,105
7,11,2012,United,SFO,MCO,-2,-12,0,0,0,1,277
16,5,2012,United,BOS,ORD,0,-6,0,0,0,0,135
18,10,2012,United,ORD,SFO,-1,-13,0,0,0,1,231
15,6,2012,United,LAX,DEN,37,27,0,0,0,0,110
30,5,2012,United,LAX,DFW,,,1,0,0,0,
19,6,2012,United,EWR,DEN,,,1,1,0,0,
3,5,2012,United,LAX,DEN,1,-7,0,0,0,0,116
10,2,2012,United,ORD,LAX,1,43,0,0,1,0,271
29,8,2012,United,JFK,LAX,14,-16,0,0,1,0,292
9,2,2012,United,LAX,ORD,10,-5,0,0,0,0,192
15,8,2012,United,ORD,ATL,16,10,0,0,0,0,80
19,5,2012,United,SFO,ORD,69,65,0,0,1,0,217
7,8,2012,United,SFO,LAX,29,28,0,1,0,0,55
7,9,2012,United,ORD,BOS,0,-7,0,0,0,0,108
23,5,2012,United,SFO,ORD,71,62,0,0,0,0,205
18,8,2012,United,LAX,DEN,7,21,0,0,1,0,123
17,10,2012,United,SFO,LAX,0,9,0,0,0,1,63
29,6,2012,United,SFO,JFK,45,48,0,0,1,0,283
1,8,2012,United,ORD,MIA,4,10,0,0,1,0,151
29,2,2012,United,LAX,DEN,150,137,0,0,0,0,106
21,3,2012,United,LAS,SFO,20,20,0,0,0,0,67
28,4,2012,United,LAX,LAS,278,281,0,0,0,0,42
18,2,2012,United,ORD,ATL,,,1,0,1,0,
8,8,2012,United,LAS,SFO,29,39,0,0,1,0,75
16,8,2012,United,EWR,ORD,0,0,0,1,0,0,114
27,3,2012,United,LAX,SFO,85,143,0,0,0,0,109
20,11,2012,United,SFO,LAX,46,40,0,0,0,1,55
4,10,2012,United,ORD,EWR,-2,29,0,1,0,1,131
22,3,2012,United,JFK,LAX,0,-36,0,0,0,0,303
4,2,2012,United,ORD,BOS,30,75,0,0,0,0,118
8,6,2012,United,SFO,EWR,1,-7,0,1,0,0,296
21,2,2012,United,EWR,SFO,0,-9,0,0,1,0,345
25,7,2012,United,SFO,ORD,2,-2,0,0,0,0,210
4,12,2012,United,SFO,LAX,-2,-3,0,0,0,1,60
15,11,2012,United,ORD,DFW,-2,2,0,0,0,1,117
12,10,2012,United,JFK,LAX,-2,-13,0,0,0,1,314
7,11,2012,United,ORD,DEN,-2,-13,0,1,0,1,116
22,12,2012,United,LAX,SFO,50,50,0,0,0,1,57
17,3,2012,United,LAX,SFO,0,-11,0,0,0,0,54
24,2,2012,United,BOS,ORD,,,1,1,1,0,
28,1,2012,United,EWR,SFO,0,-22,0,0,0,0,336
30,5,2012,United,SFO,LAX,0,-4,0,0,0,0,53
29,5,2012,United,ORD,SFO,1,13,0,1,0,0,241
2,2,2012,United,BOS,ORD,0,-17,0,0,0,0,126
4,4,2012,United,LAS,LAX,10,13,0,0,0,0,40
19,4,2012,United,LAX,EWR,41,114,0,0,1,0,311
7,6,2012,United,SFO,ORD,8,9,0,0,0,0,214
10,11,2012,United,ORD,DFW,0,-12,0,1,0,1,109
28,6,2012,United,SFO,DEN,37,49,0,0,0,0,111
30,3,2012,United,JFK,LAX,0,-19,0,0,0,0,314
4,8,2012,United,ORD,DEN,73,64,0,0,0,0,109
8,5,2012,United,SFO,JFK,25,15,0,1,0,0,279
11,8,2012,United,JFK,LAX,31,174,0,1,0,0,293
28,4,2012,United,SFO,ORD,0,9,0,0,0,0,209
24,7,2012,United,SFO,LAX,,,1,0,0,0,
3,1,2012,United,ORD,LAX,45,33,0,0,0,0,215
17,11,2012,United,LAS,SFO,10,7,0,0,0,1,60
14,6,2012,United,LAX,SFO,9,8,0,0,0,0,50
8,6,2012,United,SFO,ORD,54,28,0,1,0,0,207
19,12,2012,United,ORD,DEN,-2,-14,0,0,0,1,119
31,1,2012,United,LAX,DFW,0,-25,0,1,0,0,144
22,12,2012,United,SFO,LAX,51,61,0,0,0,1,53
4,7,2012,United,ORD,SFO,1,20,0,0,0,0,263
1,11,2012,United,SFO,LAX,-2,-14,0,0,0,1,53
1,12,2012,United,ORD,SFO,22,10,0,1,0,1,231
2,5,2012,United,ORD,BOS,0,-12,0,0,1,0,112
6,7,2012,United,ORD,LAX,1,-14,0,0,0,0,220
15,11,2012,United,LAX,ORD,,,1,0,0,1,
15,11,2012,United,ORD,EWR,3,-9,0,0,0,1,91
11,7,2012,United,LAX,DEN,59,56,0,0,0,0,108
22,11,2012,United,ORD,MCO,-2,-19,0,0,0,1,119
26,1,2012,United,SFO,BOS,0,6,0,1,0,0,304
24,5,2012,United,BOS,SFO,0,19,0,1,0,0,364
5,9,2012,United,ORD,EWR,34,42,0,0,0,0,93
6,9,2012,United,SFO,LAX,0,-10,0,0,0,0,53
3,11,2012,United,JFK,SFO,1,-14,0,0,0,1,331
19,5,2012,United,LAS,DEN,12,20,0,0,0,0,90
20,11,2012,United,LAX,DEN,15,5,0,0,0,1,100
25,9,2012,United,SFO,JFK,4,-4,0,0,1,0,285
2,5,2012,United,SFO,LAX,7,7,0,1,0,0,51
14,7,2012,United,LAX,MIA,0,44,0,0,1,0,304
25,10,2012,United,ORD,MCO,70,51,0,0,1,1,117
1,12,2012,United,LAX,JFK,1,-11,0,0,0,1,271
3,5,2012,United,SFO,LAX,,,1,0,0,0,
15,12,2012,United,LAX,DEN,0,-7,0,0,0,1,104
7,6,2012,United,LAS,DEN,28,21,0,0,0,0,84
24,5,2012,United,SFO,ORD,6,-18,0,0,0,0,207
18,9,2012,United,ORD,BOS,2,-4,0,0,0,0,113
20,10,2012,United,LAX,SFO,10,2,0,0,1,1,52
12,5,2012,United,LAX,BOS,0,-16,0,0,0,0,278
3,8,2012,United,EWR,DEN,276,336,0,1,1,0,200
30,11,2012,United,LAX,DEN,-2,2,0,0,0,1,110
31,1,2012,United,ORD,DEN,0,-1,0,0,0,0,118
24,8,2012,United,LAX,DEN,2,6,0,0,0,0,110
29,6,2012,United,JFK,SFO,56,60,0,1,0,0,342
4,2,2012,United,LAX,SFO,26,26,0,0,1,0,50
23,6,2012,United,ORD,LAX,29,60,0,0,0,0,235
17,2,2012,United,LAS,ORD,25,15,0,1,0,0,157
12,1,2012,United,SFO,LAX,25,38,0,1,0,0,52
11,5,2012,United,ORD,MCO,0,-2,0,0,0,0,117
29,2,2012,United,SFO,LAS,0,1,0,1,0,0,67
23,6,2012,United,BOS,LAX,0,10,0,1,0,0,347
13,11,2012,United,SFO,LAS,21,26,0,1,0,1,60
31,1,2012,United,BOS,ORD,39,40,0,0,0,0,151
6,12,2012,United,JFK,LAX,-2,7,0,0,0,1,319
13,1,2012,United,SFO,LAX,75,70,0,1,0,0,53
19,9,2012,United,SFO,EWR,53,51,0,0,1,0,293
11,7,2012,United,EWR,ORD,0,14,0,0,1,0,117
6,1,2012,United,EWR,LAX,0,-5,0,0,0,0,335
23,5,2012,United,JFK,SFO,0,-5,0,1,0,0,330
14,7,2012,United,SFO,DEN,6,28,0,0,0,0,119
29,5,2012,United,LAX,LAS,2,-11,0,0,0,0,39
5,5,2012,United,LAX,MCO,0,7,0,0,0,0,268
21,3,2012,United,BOS,ORD,,,1,0,0,0,
17,1,2012,United,EWR,DEN,12,10,0,0,0,0,228
27,3,2012,United,LAS,LAX,0,-7,0,0,0,0,45
7,4,2012,United,SFO,LAX,1,21,0,0,0,0,61
11,8,2012,United,ORD,SFO,11,8,0,0,0,0,213
12,10,2012,United,ORD,EWR,-2,-13,0,0,0,1,96
19,7,2012,United,SFO,JFK,19,-22,0,0,1,0,263
7,1,2012,United,EWR,ORD,0,-2,0,0,0,0,123
29,2,2012,United,LAX,DEN,0,-9,0,0,0,0,104
26,6,2012,United,LAX,JFK,5,69,0,0,0,0,356
3,3,2012,United,LAX,ATL,0,20,0,0,0,0,220
22,5,2012,United,LAS,SFO,47,38,0,0,0,0,61
19,1,2012,United,SFO,BOS,0,-13,0,1,0,0,282
28,9,2012,United,SFO,ORD,11,13,0,0,0,0,214
14,7,2012,United,ORD,LAS,43,47,0,0,0,0,196
31,1,2012,United,EWR,ORD,0,-10,0,0,0,0,114
9,8,2012,United,LAS,LAX,18,15,0,0,0,0,43
21,9,2012,United,ORD,LAX,2,2,0,1,0,0,221
22,3,2012,United,SFO,DFW,0,17,0,0,1,0,180
15,2,2012,United,SFO,ORD,,,1,1,0,0,
3,8,2012,United,ORD,BOS,52,53,0,1,1,0,102
28,9,2012,United,ORD,MCO,0,-9,0,0,0,0,125
21,2,2012,United,ORD,EWR,0,-10,0,0,0,0,94
19,1,2012,United,ORD,DEN,0,4,0,0,0,0,132
14,2,2012,United,LAX,ORD,1,-14,0,1,0,0,185
11,5,2012,United,SFO,LAX,8,3,0,0,0,0,51
14,7,2012,United,ORD,LAX,264,252,0,0,0,0,203
9,10,2012,United,SFO,LAX,-2,40,0,1,0,1,60
21,12,2012,United,ORD,LAX,91,76,0,0,0,1,232
1,6,2012,United,LAS,DEN,7,7,0,0,0,0,82
10,7,2012,United,SFO,DEN,29,24,0,0,1,0,110
1,6,2012,United,SFO,LAS,0,2,0,0,0,0,65
17,5,2012,United,EWR,ORD,0,9,0,0,1,0,115
27,6,2012,United,ORD,DEN,0,16,0,0,0,0,132
16,11,2012,United,JFK,LAX,3,-10,0,0,0,1,325
13,3,2012,United,ORD,BOS,0,-12,0,0,1,0,105
21,9,2012,United,LAX,MCO,0,-2,0,0,0,0,259
10,2,2012,United,SFO,LAX,,,1,1,1,0,
4,1,2012,United,SFO,LAS,74,67,0,0,0,0,61
11,2,2012,United,SFO,ORD,0,-23,0,1,0,0,194
6,9,2012,United,SFO,EWR,0,15,0,0,0,0,292
31,7,2012,United,ORD,DEN,46,30,0,1,0,0,109
22,9,2012,United,SFO,ORD,2,38,0,1,1,0,258
24,5,2012,United,LAX,ORD,16,13,0,1,0,0,195
14,2,2012,United,JFK,LAX,1,10,0,0,1,0,33
9,6,2012,United,SFO,LAS,0,3,0,0,0,0,64
23,10,2012,United,LAX,SFO,51,49,0,0,0,1,53
2,11,2012,United,LAX,LAS,17,22,0,0,0,1,44
1,3,2012,United,LAX,DEN,1,0,0,0,0,0,111
11,10,2012,United,SFO,LAX,48,44,0,1,1,1,61
19,10,2012,United,LAS,DEN,240,234,0,0,0,1,84
24,2,2012,United,LAX,DFW,10,6,0,0,0,0,161
14,2,2012,United,LAX,SFO,,,1,1,1,0,
7,12,2012,United,SFO,LAX,-2,-11,0,0,0,1,57
28,4,2012,United,ORD,ATL,0,3,0,0,1,0,84
2,11,2012,United,ORD,DEN,26,18,0,0,0,1,122
19,12,2012,United,LAX,ORD,15,9,0,0,0,1,199
13,6,2012,United,JFK,SFO,7,36,0,1,0,0,335
24,5,2012,United,JFK,SFO,1,18,0,1,0,0,360
12,9,2012,United,LAS,DEN,0,6,0,0,0,0,87
28,7,2012,United,EWR,SFO,246,251,0,1,0,0,341
27,7,2012,United,LAX,SFO,1,5,0,0,0,0,52
19,6,2012,United,ORD,BOS,,,1,0,1,0,
7,6,2012,United,LAX,JFK,1,12,0,0,0,0,296
12,12,2012,United,SFO,BOS,-2,-26,0,1,1,1,289
1,8,2012,United,ORD,MCO,7,40,0,0,0,0,148
17,7,2012,United,ORD,LAX,0,9,0,0,0,0,212
22,6,2012,United,LAX,DEN,,,1,0,0,0,
21,3,2012,United,SFO,DEN,8,25,0,0,0,0,132
11,1,2012,United,LAX,EWR,1,-12,0,0,0,0,271
30,10,2012,United,ORD,LAX,-1,11,0,0,1,1,237
19,5,2012,United,ORD,DEN,22,4,0,1,0,0,110
12,9,2012,United,LAX,SFO,2,-9,0,0,0,0,48
8,6,2012,United,ORD,ATL,61,59,0,0,0,0,83
18,9,2012,United,LAX,SFO,64,67,0,0,0,0,50
24,2,2012,United,SFO,DEN,0,-2,0,1,0,0,114
20,9,2012,United,LAS,LAX,2,-15,0,0,0,0,40
29,2,2012,United,EWR,ORD,0,-9,0,0,0,0,115
27,10,2012,United,LAX,MCO,-2,25,0,1,0,1,250
5,6,2012,United,ORD,DFW,0,-5,0,0,0,0,114
16,2,2012,United,LAX,ORD,20,19,0,1,0,0,188
3,1,2012,United,JFK,SFO,23,9,0,0,0,0,346
29,12,2012,United,LAX,ORD,111,109,0,0,0,1,211
22,12,2012,United,SFO,LAX,116,105,0,0,0,1,50
6,7,2012,United,ORD,DEN,0,-4,0,0,0,0,124
5,6,2012,United,SFO,LAX,35,20,0,0,0,0,53
29,9,2012,United,LAX,SFO,1,1,0,0,0,0,59
28,1,2012,United,LAX,SFO,55,44,0,0,0,0,51
17,2,2012,United,LAS,LAX,2,-8,0,1,1,0,51
25,12,2012,United,SFO,LAX,,,1,0,0,1,
22,2,2012,United,LAX,MIA,31,22,0,1,0,0,250
12,9,2012,United,ORD,LAX,15,-6,0,1,0,0,211
28,2,2012,United,SFO,BOS,0,17,0,1,1,0,294
21,9,2012,United,LAX,DEN,2,7,0,0,0,0,113
3,8,2012,United,SFO,JFK,18,40,0,0,1,0,321
27,4,2012,United,SFO,EWR,2,17,0,0,0,0,321
3,8,2012,United,SFO,LAX,,,1,0,0,0,
6,3,2012,United,SFO,JFK,0,-9,0,0,0,0,284
22,3,2012,United,ORD,ATL,0,-6,0,0,0,0,78
8,2,2012,United,SFO,DEN,31,19,0,0,0,0,114
20,12,2012,United,SFO,EWR,163,145,0,0,0,1,277
5,6,2012,United,SFO,LAX,0,-16,0,0,0,0,50
7,11,2012,United,EWR,ORD,-2,-28,0,0,1,1,105
29,3,2012,United,SFO,LAS,0,3,0,0,0,0,67
18,4,2012,United,SFO,LAX,0,-14,0,0,1,0,52
7,2,2012,United,EWR,ORD,0,-2,0,0,0,0,120
5,10,2012,United,EWR,ORD,53,66,0,1,1,1,115
17,8,2012,United,EWR,ORD,,,1,0,0,0,
25,5,2012,United,EWR,SFO,67,110,0,0,0,0,363
16,5,2012,United,LAX,ORD,0,-29,0,0,0,0,186
8,8,2012,United,SFO,LAS,28,33,0,1,0,0,64
7,4,2012,United,LAX,LAS,0,-10,0,0,0,0,41
15,6,2012,United,ORD,LAX,,,1,1,0,0,
7,9,2012,United,SFO,LAS,0,3,0,0,0,0,67
10,10,2012,United,SFO,LAS,46,44,0,1,0,1,67
26,4,2012,United,LAS,DEN,0,-7,0,0,0,0,83
30,5,2012,United,SFO,LAX,0,-2,0,0,0,0,56
10,5,2012,United,LAX,JFK,150,193,0,0,1,0,325
22,3,2012,United,SFO,DEN,0,1,0,0,0,0,114
17,7,2012,United,LAX,BOS,76,67,0,0,0,0,296
11,10,2012,United,EWR,DEN,-1,-7,0,0,0,1,217
20,3,2012,United,EWR,ORD,6,-11,0,0,1,0,97
18,2,2012,United,SFO,ORD,,,1,0,0,0,
6,7,2012,United,ORD,EWR,0,-9,0,0,0,0,85
19,6,2012,United,JFK,LAX,0,-13,0,0,0,0,308
4,9,2012,United,ORD,BOS,30,28,0,0,0,0,109
11,10,2012,United,ORD,BOS,12,22,0,0,0,1,106
17,5,2012,United,LAS,DEN,73,73,0,0,0,0,87
25,12,2012,United,LAS,LAX,4,3,0,0,0,1,42
17,4,2012,United,LAS,SFO,78,78,0,0,1,0,67
19,1,2012,United,LAX,SFO,31,32,0,0,1,0,50
12,6,2012,United,ORD,SFO,0,0,0,1,0,0,252
9,5,2012,United,BOS,SFO,24,27,0,1,0,0,364
15,2,2012,United,LAX,LAS,0,-6,0,0,0,0,41
21,6,2012,United,LAS,SFO,0,1,0,0,0,0,66
22,3,2012,United,LAX,SFO,,,1,0,0,0,
23,3,2012,United,SFO,DEN,9,-3,0,0,0,0,108
15,8,2012,United,LAX,LAS,80,78,0,0,0,0,43
31,1,2012,United,LAX,SFO,47,72,0,1,1,0,80
3,7,2012,United,SFO,LAS,6,8,0,0,0,0,59
28,11,2012,United,ORD,MIA,2,13,0,0,0,1,158
12,7,2012,United,LAX,SFO,5,-5,0,0,0,0,48
23,10,2012,United,SFO,JFK,-2,4,0,0,0,1,296
22,12,2012,United,LAX,LAS,47,38,0,0,0,1,39
30,8,2012,United,LAX,SFO,71,72,0,0,1,0,47
7,1,2012,United,BOS,LAX,0,-18,0,0,0,0,340
27,9,2012,United,EWR,ORD,0,2,0,0,0,0,120
14,9,2012,United,EWR,SFO,0,-14,0,0,0,0,326
5,5,2012,United,EWR,LAX,29,67,0,1,0,0,298
24,8,2012,United,ORD,SFO,9,-7,0,0,0,0,212
1,5,2012,United,SFO,EWR,0,-2,0,0,0,0,289
25,7,2012,United,LAX,SFO,0,18,0,0,0,0,69
4,4,2012,United,LAS,ORD,0,-1,0,0,0,0,187
30,11,2012,United,LAX,SFO,15,52,0,0,0,1,83
13,3,2012,United,EWR,ORD,0,-14,0,0,0,0,115
5,9,2012,United,SFO,DEN,0,-11,0,0,0,0,109
31,8,2012,United,LAX,DEN,3,5,0,0,0,0,107
25,4,2012,United,SFO,JFK,0,5,0,0,0,0,291
16,2,2012,United,ORD,EWR,0,-4,0,0,0,0,91
31,1,2012,United,LAX,SFO,6,9,0,1,1,0,73
28,6,2012,United,ORD,EWR,12,15,0,1,1,0,121
5,5,2012,United,ORD,SFO,0,4,0,0,0,0,229
6,3,2012,United,LAX,DFW,0,-16,0,1,0,0,151
13,12,2012,United,JFK,SFO,-2,18,0,1,1,1,371
28,1,2012,United,LAX,SFO,0,-5,0,0,0,0,53
22,12,2012,United,ORD,BOS,37,51,0,0,0,1,119
8,3,2012,United,BOS,ORD,88,83,0,0,0,0,136
28,1,2012,United,LAX,MCO,4,-15,0,0,0,0,236
9,10,2012,United,SFO,DEN,-2,-10,0,1,0,1,117
12,4,2012,United,LAS,SFO,41,52,0,0,0,0,79
4,7,2012,United,LAX,SFO,32,93,0,0,0,0,112
8,8,2012,United,ORD,SFO,26,12,0,0,1,0,233
3,11,2012,United,ORD,MCO,17,7,0,1,0,1,125
9,3,2012,United,EWR,LAX,23,32,0,0,1,0,332
9,8,2012,United,LAS,SFO,0,3,0,0,0,0,62
24,5,2012,United,EWR,DEN,241,343,0,1,0,0,247
23,3,2012,United,LAS,SFO,0,-3,0,0,0,0,64
21,8,2012,United,LAX,DEN,24,16,0,0,1,0,107
26,6,2012,United,LAX,MCO,30,54,0,0,0,0,261
24,5,2012,United,ORD,EWR,9,-6,0,0,1,0,87
3,2,2012,United,LAX,ORD,28,36,0,0,0,0,209
4,4,2012,United,SFO,LAS,0,-7,0,0,0,0,63
2,8,2012,United,SFO,MIA,9,30,0,0,0,0,306
18,7,2012,United,SFO,JFK,0,-3,0,0,0,0,293
27,11,2012,United,ORD,LAX,3,9,0,1,0,1,233
6,11,2012,United,SFO,LAX,7,1,0,0,0,1,55
21,9,2012,United,ORD,LAX,1,5,0,1,0,0,234
8,5,2012,United,ORD,SFO,10,33,0,0,1,0,262
5,1,2012,United,EWR,DEN,133,132,0,1,0,0,218
22,5,2012,United,LAX,ORD,0,12,0,0,0,0,215
29,11,2012,United,JFK,BOS,-2,-9,0,1,1,1,39
9,8,2012,United,ORD,EWR,6,145,0,0,1,0,98
6,9,2012,United,SFO,ORD,0,-21,0,0,0,0,205
20,3,2012,United,ORD,LAX,49,53,0,1,0,0,244
31,5,2012,United,ORD,MCO,63,80,0,0,0,0,124
19,1,2012,United,ORD,BOS,7,23,0,0,0,0,111
4,10,2012,United,ORD,MCO,8,37,0,1,1,1,119
12,10,2012,United,SFO,LAX,7,59,0,1,0,1,56
23,3,2012,United,ORD,LAX,5,-6,0,0,0,0,230
25,4,2012,United,LAS,ORD,2,10,0,0,0,0,185
17,7,2012,United,JFK,LAX,3,3,0,0,0,0,310
21,12,2012,United,LAX,SFO,71,92,0,0,0,1,86
7,6,2012,United,LAX,SFO,13,3,0,0,0,0,49
31,1,2012,United,LAX,SFO,24,46,0,1,1,0,73
20,11,2012,United,ORD,SFO,-2,-18,0,0,0,1,246
14,7,2012,United,SFO,DEN,87,98,0,0,0,0,114
6,11,2012,United,LAS,SFO,7,-4,0,0,0,1,71
1,6,2012,United,LAX,SFO,3,-5,0,0,0,0,50
11,2,2012,United,SFO,ORD,27,16,0,1,0,0,202
31,1,2012,United,ORD,DEN,2,-6,0,0,0,0,109
4,9,2012,United,LAX,ORD,2,-19,0,0,0,0,190
7,11,2012,United,ORD,ATL,-2,0,0,1,1,1,95
17,7,2012,United,LAX,SFO,,,1,0,1,0,
12,9,2012,United,LAS,SFO,3,-14,0,0,0,0,61
19,10,2012,United,EWR,ORD,7,-15,0,1,0,1,106
28,2,2012,United,LAS,SFO,0,-11,0,0,1,0,69
23,11,2012,United,ORD,EWR,2,-16,0,0,0,1,85
21,2,2012,United,LAX,DFW,0,-11,0,1,0,0,146
30,8,2012,United,SFO,DEN,0,15,0,1,0,0,120
14,4,2012,United,ORD,ATL,5,18,0,0,1,0,97
2,11,2012,United,SFO,LAS,5,5,0,0,0,1,70
1,5,2012,United,SFO,JFK,0,-2,0,0,0,0,295
18,2,2012,United,LAX,MIA,0,7,0,0,0,0,248
16,5,2012,United,SFO,LAX,,,1,1,0,0,
8,8,2012,United,SFO,DEN,6,12,0,1,0,0,116
30,8,2012,United,ORD,SFO,11,-9,0,0,1,0,220
9,8,2012,United,ORD,SFO,102,106,0,0,0,0,225
23,5,2012,United,SFO,LAX,0,-8,0,0,0,0,61
30,5,2012,United,SFO,LAX,0,7,0,0,0,0,55
1,11,2012,United,SFO,LAX,-2,-13,0,0,0,1,53
18,4,2012,United,ORD,SFO,3,9,0,0,0,0,245
10,10,2012,United,ORD,LAS,-2,-3,0,0,0,1,194
24,2,2012,United,BOS,SFO,0,6,0,1,1,0,365
8,5,2012,United,LAX,EWR,2,-9,0,0,1,0,281
26,12,2012,United,SFO,EWR,-1,2,0,0,0,1,283
22,3,2012,United,LAX,SFO,0,-8,0,0,0,0,55
13,9,2012,United,LAX,DEN,11,7,0,0,0,0,108
28,7,2012,United,SFO,JFK,40,42,0,0,0,0,294
5,7,2012,United,EWR,ORD,58,69,0,1,1,0,102
11,5,2012,United,SFO,DEN,46,32,0,0,0,0,108
18,10,2012,United,ORD,DEN,23,1,0,0,0,1,113
10,4,2012,United,SFO,LAS,0,0,0,0,0,0,65
17,3,2012,United,SFO,LAX,0,-2,0,0,0,0,56
15,11,2012,United,LAX,ORD,-2,-26,0,0,0,1,189
